,0
169,358305.0158067847
170,242476.36563311232
171,259204.48842985605
172,169580.97152997035
173,185033.41546965507
174,173338.50922534103
175,151227.88387959747
176,210479.71200092646
177,181413.38004055174
178,187129.0749588117
179,237593.32486167853
180,183082.10137431242
181,251000.41950805942
182,224211.18332110767
183,247408.32926617647
184,202740.21873521418
185,154900.99599006554
186,158950.41611888222
187,128575.09246035191
188,139292.53632880165
189,112039.75007048169
190,117877.935655267
191,97056.30364818295
192,98235.31856238222
193,146552.7047779757
194,129002.44375658347
195,142582.78022078096
196,152560.81364696322
197,147218.84667353143
198,118005.54367036211
199,154607.22366797342
200,451311.8562772519
201,402928.79902954825
202,384194.33232020057
203,581074.1906257316
204,314517.0573195313
205,311498.1640717903
206,393272.91450619645
207,348521.5729207352
208,314255.1931830656
209,357311.95749372744
210,270092.3634906247
211,424159.60571656434
212,290357.69458607835
213,240770.41014963324
214,201604.42570244038
215,198625.11046082235
216,225210.3413449193
217,467201.7514766862
218,402671.6150780616
219,330341.30208788137
220,250066.6657920977
221,328730.28141673165
222,186275.14549739298
223,171901.79278248013
224,171543.07321737328
225,166266.78772659026
226,166549.87587377295
227,184285.40637940913
228,188152.5203064967
229,192574.79256278352
230,182423.10277685
231,249933.9628551321
232,165162.6055688237
233,183764.40317975453
234,164074.8033129035
235,279567.3335348208
236,169102.72989426262
237,345566.11373643245
238,317850.45312705485
239,263416.96416111296
240,273509.09815586766
241,244810.83094201153
242,242861.57834797178
243,269850.2907792436
244,233758.59282554753
245,227651.85746998352
246,205915.450581549
247,203711.58505813673
248,260133.65187116514
249,217850.36778831686
250,278820.16814021993
251,254604.72006056018
252,286586.56134821346
253,233637.4364881374
254,211408.17014017576
255,184625.42978211184
256,173197.62675465603
257,141524.82236243665
258,211185.90140584722
259,223831.03678936756
260,149986.52543573553
261,122242.35920543931
262,149982.46254043622
263,202576.37679597602
264,240164.83662865474
265,183566.824501342
266,155743.26985699811
267,160561.6932065185
268,171089.30208072934
269,151208.53902677025
270,114387.1306334326
271,126589.04182951836
272,109441.47929015182
273,121159.27475777625
274,109686.62495459855
275,103708.06571670476
276,289274.781723324
277,270879.0747048597
278,226788.99416226847
279,216830.24834816842
280,194096.26983248047
281,174356.72695193943
282,177664.18191739387
283,382057.9042841255
284,215406.9553857633
285,176817.52991839667
286,219038.14254507603
287,215239.7357212108
288,141110.97177480208
289,123912.06992460306
290,243807.09779626157
291,111685.4820684013
292,153798.29748471317
293,192613.31094046566
294,171418.01408719536
295,127092.50284774126
296,120694.61325203805
297,148109.8653811583
298,167568.04560303557
299,164413.6453282517
300,147803.17713714845
301,180272.62093318166
302,194565.85536420517
303,117742.02150766653
304,143169.9312187097
305,192796.01565081452
306,219744.20329976262
307,139894.03286826523
308,168840.9902118749
309,149398.74953861584
310,118647.7177628142
311,128825.64589736957
312,121278.75880283819
313,141735.67025098033
314,142089.93751978088
315,133017.21907459485
316,108357.59830976861
317,139733.83699969386
318,135894.76470211046
319,171958.16620697727
320,125205.72848114563
321,86703.77654601926
322,144267.28454509718
323,106575.31696940688
324,126554.88813713114
325,138537.39789071257
326,152313.64674648896
327,62993.526090341955
328,97153.60562585034
329,82662.32206536304
330,177956.30910803314
331,160219.87482903583
332,134693.59146117285
333,154352.5152163641
334,138057.36200917183
335,123883.26656210082
336,110647.65540294602
337,117865.39715131922
338,107167.02110298807
339,129813.60984622096
340,130879.24039620193
341,128760.22431562004
342,148600.56200432577
343,137262.71305145664
344,130905.83202578084
345,121120.68173714484
346,131559.3739101297
347,120289.03878395556
348,127057.26442886012
349,137197.18530864923
350,100730.8858537949
351,103720.13919508281
352,141372.41050648224
353,101121.5612663747
354,58996.075110072095
355,98664.77180400012
356,107523.02581892158
357,142227.10341585963
358,124894.013070249
359,46117.753102156
360,111930.23814857852
361,151413.45939125825
362,39646.58012674165
363,122277.6713603185
364,136559.48134887393
365,106878.76867420286
366,105022.3880593039
367,133712.75932244735
368,118427.47555022803
369,139477.99154696215
370,144572.23627631093
371,58951.544771054214
372,138931.7498436786
373,116414.06117811712
374,113781.22652862521
375,124377.47601617745
376,86921.48187359815
377,130548.28088017285
378,101408.02493840425
379,143351.00816610246
380,131717.07226160413
381,94127.97584721967
382,133726.54631932027
383,142833.89118186734
384,141608.36646460977
385,160368.19937258985
386,180559.14253342611
387,57049.43593260991
388,107392.89067122577
389,116184.57602083072
390,146883.0670471369
391,126818.97831876476
392,121651.87365530165
393,165726.6515379169
394,161094.64905281132
395,224618.82897691688
396,125778.96559211807
397,136160.17224996482
398,115515.23884642565
399,150853.63093718732
400,116332.36987643705
401,316245.78264340654
402,290100.42285008094
403,290223.1731764096
404,348417.2203047845
405,326095.25761983474
406,216714.9267974989
407,279109.04361673986
408,199595.14168962254
409,220228.19057440758
410,250686.61972055302
411,173775.35386839503
412,248072.0459734718
413,158004.2218822788
414,203682.4033558956
415,207131.1611748992
416,210578.60910459328
417,197468.80216045343
418,132637.96374433124
419,128832.43474959338
420,249115.5711292017
421,234894.3229724246
422,177936.8250380985
423,205070.35365587266
424,216134.9365079268
425,278762.21047272196
426,215994.75507389155
427,263667.25308356853
428,172905.79532418033
429,108301.70525682118
430,119085.1845782695
431,95665.37975290787
432,135090.96032828293
433,123513.2471210308
434,134812.7429672553
435,127015.98261235787
436,126294.57596624998
437,109748.60021855493
438,166734.86151076452
439,145418.52141213097
440,187577.70719029085
441,168946.8698566369
442,213629.1874029451
443,145353.89462594228
444,199999.74865545132
445,121992.4684992027
446,221225.6898140902
447,109608.19022288384
448,130337.97647174585
449,120904.98639982202
450,234240.62975192015
451,358995.634067327
452,126549.32989928554
453,48076.30423092673
454,318080.59879500046
455,65073.78071388281
456,225221.1143068607
457,139305.7937849807
458,171377.37609410807
459,159166.42138543402
460,375897.9077911712
461,324908.8580537204
462,237452.27947579103
463,234440.3694574874
464,196590.33506649843
465,369817.21587549464
466,131921.33466167125
467,168878.6084003576
468,124110.57984746007
469,131015.13930767808
470,136467.91573921952
471,138248.52226886008
472,209711.6269669637
473,184052.74992281757
474,172186.9806565726
475,200019.82222946014
476,186620.8190051541
477,172546.8061155663
478,253174.03408502816
479,193444.7660407405
480,168323.13780320686
481,168186.50033047204
482,225660.73118769127
483,387362.41464642854
484,419177.9968554807
485,122718.97246402077
486,185550.85426100652
487,172656.6627986593
488,251239.11492580178
489,182994.97634285424
490,230273.93553171778
491,197207.89176893132
492,168586.82318254816
493,178164.50393805536
494,135983.8614176418
495,307708.57836037606
496,149856.159055387
497,248134.0074442396
498,142144.61111117946
499,112705.35603942469
500,121477.64433068298
501,96942.75077348703
502,105411.56891773193
503,106321.19110826658
504,142529.67242779513
505,138620.60478910472
506,305418.70713808906
507,416289.63745326217
508,388792.67703260644
509,407807.5017414483
510,499153.7008770939
511,381184.41616003605
512,273364.0821567243
513,344741.9968229875
514,643013.397358541
515,276254.09490860126
516,356232.8692168144
517,348576.56499574677
518,328272.1453321894
519,214640.11649061594
520,344279.9670495655
521,219607.121462293
522,202524.92430143929
523,168617.27926591778
524,231476.33420921664
525,214450.01204522874
526,187987.42855940215
527,170685.1176549729
528,186977.05937708725
529,202961.00134969337
530,235526.82423742575
531,212893.53389665467
532,158923.19042265028
533,223968.801150026
534,181143.46161887777
535,251836.32933408202
536,309510.7093249176
537,312128.3217924346
538,293018.9932217812
539,319953.13552037964
540,294075.78424155916
541,237300.8625048817
542,245173.56652533525
543,280319.73640727985
544,215646.54678507237
545,219461.08181967773
546,250598.30555695307
547,226113.6923127048
548,207488.0324247866
549,192488.38035790616
550,136678.8852055589
551,173098.92237016856
552,179644.27324038823
553,185327.59239733452
554,212063.46718361383
555,194312.5801417915
556,194007.5580174506
557,109973.33534520688
558,132451.70982398777
559,94475.29189366562
560,96137.52814365295
561,201554.30261979994
562,150500.30840368944
563,277525.69794148573
564,346736.0171300096
565,174299.7419528425
566,165324.44515836745
567,156387.25591142883
568,175122.3699398198
569,260729.14367473117
570,224937.78690674613
571,248656.35516595803
572,247636.7645618162
573,180734.26858567167
574,236162.24719400107
575,200996.33511843655
576,233342.4165833058
577,342760.3155579411
578,229139.5071489396
579,279193.4714566785
580,405184.5846368107
581,204220.737189723
582,180920.0943361576
583,169472.84351190907
584,207497.87714431967
585,166682.34142516204
586,145291.57390403497
587,138789.63756547772
588,144177.47289729098
589,168315.64921356525
590,99841.81918414343
591,123640.11774243013
592,149845.9947078557
593,94171.16599108781
594,162613.64517382364
595,143514.66268761855
596,107348.41922850671
597,211855.947832138
598,132544.21408644776
599,177960.24598781802
600,170084.47655510416
601,129634.71128976779
602,119630.07351682245
603,138731.67311869658
604,112478.72343269098
605,166838.77988892273
606,96451.65497689774
607,154368.58989369197
608,86189.02020700349
609,117302.26894498538
610,92017.24577527161
611,134956.9561152481
612,124030.6841418926
613,155992.3381025194
614,150559.99661981105
615,114152.05481947062
616,162870.11707417882
617,123281.03373030858
618,127653.03725311422
619,121266.76874565413
620,127942.22469052304
621,121424.74516431568
622,151371.85025634096
623,108385.01042109888
624,121047.4270589794
625,103817.8721750144
626,122970.19019636011
627,92393.31982149617
628,79765.6200489878
629,117643.96156168367
630,121693.80839278549
631,121364.44652957552
632,117185.86481923328
633,107295.472658335
634,162650.47997232428
635,83578.85720817182
636,98226.02359578907
637,166553.92593587018
638,52183.11982810132
639,65992.4489443044
640,116887.96715972095
641,117505.72134159654
642,106877.40402349227
643,119091.93739208176
644,129656.3919493239
645,79887.51890067008
646,181592.74613866291
647,120333.03492877433
648,115306.11220378798
649,120148.7378918976
650,126305.68523393806
651,135883.29048975033
652,120802.84690957508
653,127332.14320317579
654,165545.15455210325
655,110854.67842518895
656,146994.13316062704
657,124799.10697575289
658,119952.94050658826
659,105226.6317755234
660,164224.11870149116
661,121818.91426135226
662,82353.31105240353
663,153033.5004238146
664,114780.80993395604
665,153633.87980827468
666,171975.44047543363
667,116723.35078602754
668,79528.47731900268
669,139439.07504674158
670,135873.4813992038
671,108004.08115663176
672,125149.93671172603
673,118036.69796327183
674,100644.13248723876
675,82251.18534638366
676,106293.540127818
677,138902.71663055316
678,147309.69782396432
679,138046.53210713793
680,162933.05720132196
681,128946.14688417198
682,152426.43458671586
683,127691.68726915515
684,141073.72505642413
685,177928.85669462354
686,146109.14135637603
687,124015.2129475414
688,135491.92789113522
689,242272.34695419477
690,113766.53525223932
691,170884.8469541448
692,160473.4863875047
693,103334.99653301894
694,133703.75622742984
695,255663.7543876589
696,226671.16375915983
697,242125.9335317854
698,216107.40146193292
699,180871.41871056103
700,228757.91872206662
701,388440.54553773394
702,355566.3166146624
703,248668.21314451404
704,207190.80515373594
705,163648.48676492737
706,219117.77076522028
707,210033.11968893814
708,194125.1776211444
709,214196.51175746234
710,162749.20151707146
711,132081.52827895043
712,191606.23891278426
713,219713.3513752268
714,276622.4684331086
715,309404.98103946086
716,234574.47954436362
717,208057.2557423723
718,133692.43269812458
719,217765.26514541518
720,192040.86953938432
721,228716.3721916675
722,187471.51347055237
723,117649.76943315392
724,121697.85464091513
725,170712.97948915814
726,144653.66792682454
727,149775.8834545759
728,273052.25007412874
729,83041.8718985453
730,77525.42076130435
731,81375.9362255122
732,113772.33578202681
733,101784.59390544472
734,109117.8848288887
735,103333.46230542552
736,118316.26514310359
737,166073.54930253982
738,188651.5702956881
739,143302.40903975867
740,150097.02758763448
741,213829.41920622118
742,133212.4464161335
743,192957.31331747738
744,130042.22177379802
745,142958.41976604192
746,215546.6544292472
747,278128.74356692226
748,266849.48351328383
749,121536.03972261964
750,119367.44426790858
751,125674.46083673796
752,110960.94854948511
753,138572.48556203427
754,102701.2200155547
755,159009.7625448892
756,66786.94917175152
757,72949.09053171167
758,63352.87145785419
759,55216.65935713702
760,319613.9359188847
761,295271.6711024447
762,281166.1254961359
763,202066.6509868073
764,118717.28705233324
765,180668.23659026343
766,188904.56536876212
767,266795.4775922342
768,253388.19520051623
769,156684.70690368948
770,212511.49118011416
771,184983.92895232033
772,183866.5732956046
773,239294.16175607368
774,220225.58454258565
775,250575.83602126432
776,299064.53679520765
777,194984.6718617638
778,104811.06014921426
779,149610.4628172462
780,162808.77795419446
781,120675.56636774963
782,125601.07541894744
783,104605.21523610404
784,98985.06222692036
785,140734.8093231864
786,113061.48216198641
787,116849.81744271082
788,114200.86108443508
789,127282.39838868719
790,101282.09001991941
791,185872.32536925422
792,153328.3827340386
793,177157.95960610628
794,185577.0323152757
795,168670.1468335974
796,211411.81637059653
797,156643.83102558
798,172937.84468488095
799,144860.07544306357
800,204297.91219424803
801,219840.6610555863
802,404721.09108105104
803,557605.9414208665
804,167499.32392217824
805,322132.61925439513
806,379277.2874013833
807,535472.8196310377
808,150394.88652091456
809,194639.1314580842
810,211214.01872581887
811,184633.66463602957
812,156683.24653160785
813,183741.68307482608
814,160509.47453545948
815,194123.8436794098
816,187996.05954823876
817,148512.54842008464
818,136175.98349265518
819,112426.45228023155
820,157829.46121609138
821,180993.6735525494
822,110253.27692852303
823,116777.15646813996
824,142295.9238175479
825,123501.27296507696
826,379692.56362246175
827,285657.1221851686
828,372596.41815438966
829,463119.9283612568
830,349050.8461013334
831,458228.3825310593
832,483841.6875187996
833,397878.62581847026
834,506239.69689186226
835,287048.671919542
836,367867.0066461252
837,365108.1813809035
838,348428.90000827133
839,341079.221765416
840,333047.6403330787
841,259920.85184955
842,251454.46346812267
843,254718.80096721143
844,200934.1772961889
845,194235.51396253868
846,205708.11303818625
847,230583.65675592344
848,289472.9921417164
849,209756.09124927642
850,204152.33215554064
851,171482.66193547673
852,170941.70090475975
853,177697.8673124618
854,179739.42128982738
855,195912.72587509657
856,196256.91470248433
857,179800.50034639743
858,183203.1698604271
859,183790.7827727489
860,238384.50364435848
861,184210.48861106051
862,198211.51819556393
863,177122.83604281457
864,212685.36421290715
865,168369.83218774255
866,198246.3543873612
867,217111.19017202206
868,196223.41959938424
869,182233.1904093934
870,339435.1115845666
871,391764.6810902511
872,321647.3468917478
873,262936.2824852237
874,296012.8869683799
875,303637.93375538115
876,194948.03925270808
877,256846.53189450395
878,208911.85888694593
879,389425.0358631301
880,199105.99931737303
881,232924.13041030875
882,228359.8843050513
883,209144.53108245705
884,224651.27135204588
885,212757.37744359055
886,202347.68458434794
887,247863.52693144168
888,192601.44793692025
889,313889.42830236943
890,269357.84653077053
891,255281.1459365688
892,244544.70978689034
893,146634.23624768632
894,146133.55933586057
895,145708.74384720816
896,186272.95007499674
897,201805.9803698879
898,137389.85350174896
899,111113.45107008319
900,148463.91318058773
901,263251.69675164396
902,130636.16567671698
903,144803.45387370622
904,207291.29880296087
905,191597.87428240955
906,222070.07664226834
907,217799.62718116402
908,212328.19996179367
909,173523.65151740608
910,164586.66926014193
911,201425.09516805035
912,298874.4795533651
913,327392.54322399816
914,246245.87985612586
915,283895.24849708175
916,333468.1926255121
917,154683.07573968306
918,201599.82536618225
919,155911.45190354236
920,174027.68862905132
921,205658.96348751022
922,199511.77240621689
923,237227.60699267755
924,158329.0704721747
925,132030.55288900918
926,133466.4844792439
927,100663.06292869001
928,111253.39296185621
929,154239.34368252277
930,142658.79010048456
931,116408.36196408143
932,173123.9701563804
933,141190.8457573438
934,214432.35738418964
935,137368.94987681275
936,229419.25545113132
937,129668.44178463517
938,70631.03288840763
939,65999.99927425648
940,135573.54214991315
941,138974.86134905874
942,149176.59097835148
943,159987.15259971996
944,158237.33127260074
945,139392.3976354703
946,123379.54839012449
947,138564.2135152404
948,117425.45760344398
949,171101.96213589137
950,111343.43411618698
951,158427.89248700748
952,130851.71425993578
953,178059.16857082382
954,134649.74904583668
955,126515.01540689274
956,137370.574377537
957,137844.89809213573
958,129165.85794288214
959,118047.42545852019
960,172994.06133699583
961,104604.53174236105
962,116582.64635091885
963,151245.78960293336
964,174175.93143815306
965,130164.7545013177
966,127866.40750437859
967,185618.41282929012
968,111211.10012633755
969,131287.29709672803
970,110108.89181619574
971,156566.7780772055
972,144925.15007653765
973,136541.9607487985
974,151943.77329444757
975,110124.54540543801
976,104103.98304239746
977,123985.62470765362
978,96546.86803812267
979,123612.17205463247
980,87008.90997638041
981,94174.19311377869
982,131738.56825962974
983,132189.24761517928
984,88226.81626982534
985,135595.59390002448
986,173720.9600028454
987,124117.04601372867
988,107516.00467383774
989,156245.7240958915
990,102506.38174299178
991,193717.13978491002
992,95330.79152649212
993,123202.41352775639
994,111572.99925208639
995,147030.91974894766
996,145407.12300805887
997,133258.31607389566
998,112589.88656779892
999,140299.36160241163
1000,129745.8912285208
1001,133438.99754987273
1002,129127.88418370168
1003,175635.6998402519
1004,140121.71346618456
1005,116254.69280391023
1006,117480.94219483093
1007,91067.21613973082
1008,92028.90444183056
1009,204857.21440813746
1010,238194.94360084433
1011,163529.70853523724
1012,126387.68641448142
1013,72837.78537109439
1014,203708.09987902606
1015,119637.26354925541
1016,131422.59590160628
1017,161240.5203956239
1018,107591.11231981075
1019,151078.51000821468
1020,118815.62618892822
1021,112349.88200313918
1022,106405.13995609549
1023,116176.64705079178
1024,127533.35386892
1025,158235.5188900833
1026,155025.8354812038
1027,163273.54631716045
1028,156443.2045082394
1029,147407.23372929325
1030,89577.79682843784
1031,205283.56958239197
1032,150572.04293055573
1033,142577.78793624017
1034,85596.65425991606
1035,238248.13282737744
1036,152914.72944768541
1037,110448.99775254178
1038,85272.5086697089
1039,133679.41447404114
1040,140392.07271667133
1041,142187.25860359648
1042,100407.33654429432
1043,216567.98515603662
1044,232511.00117648306
1045,244440.13894852018
1046,276671.0266898487
1047,243404.92393255793
1048,214256.5817701587
1049,212652.20851103865
1050,170955.3028686107
1051,207804.91206008286
1052,222548.07609058524
1053,300918.0608372402
1054,158446.9790533428
1055,178475.49646439336
1056,153355.97475655237
1057,158600.82817441973
1058,240130.3948449118
1059,221355.30594202562
1060,184721.00701538613
1061,223614.0854267712
1062,113126.39766261682
1063,136436.4412116152
1064,178947.84993022287
1065,145895.82220901156
1066,117628.40896829231
1067,139699.44169691196
1068,113831.08630521539
1069,127894.69348304889
1070,259737.39754064087
1071,223974.2005511674
1072,191569.56344189885
1073,237585.50075155724
1074,284153.9662948737
1075,236341.46010401557
1076,253493.4048036053
1077,179844.65086965257
1078,183789.31031309447
1079,180639.04138301528
1080,177138.81795102096
1081,163385.35852017655
1082,114846.91221079793
1083,116742.78311106782
1084,136750.91134286093
1085,118552.69800579308
1086,125591.10545778532
1087,150758.93572191492
1088,152892.41206509876
1089,634893.017658949
1090,139117.1650046919
1091,132346.9338249672
1092,74240.19491908544
1093,87753.91541797403
1094,112616.81155837682
1095,94859.57164580053
1096,100725.63019157478
1097,136292.29806782136
1098,150888.86299075637
1099,153152.4848112212
1100,143788.80280772905
1101,146307.8332683482
1102,154470.66991892134
1103,203139.80581968027
1104,150014.32626340576
1105,174455.31120109922
1106,146978.76071101698
1107,199501.74097681645
1108,247196.7322868548
1109,118016.83678495813
1110,209678.2685696373
1111,152724.51019514774
1112,227298.8763421193
1113,357916.50881632627
1114,135991.25681864197
1115,126131.1244397365
1116,148479.79685769466
1117,77445.61675407802
1118,55076.108978460725
1119,75773.37923585683
1120,88936.9254906681
1121,97140.19531924052
1122,294265.0946775055
1123,184384.67220699808
1124,186726.56225477948
1125,219135.6239152254
1126,194533.42009954003
1127,142759.95955981952
1128,150462.08867992513
1129,193082.87478760688
1130,232980.84045364568
1131,211993.21078610426
1132,235251.16712286824
1133,182214.66795782815
1134,199439.42486434313
1135,278227.97526473174
1136,188547.29251574335
1137,283726.014508223
1138,397737.5969514488
1139,166784.44452130026
1140,132042.40391387025
1141,81663.69993904317
1142,92060.49078293798
1143,89852.06770165659
1144,79577.35357003356
1145,142181.66938325012
1146,196050.97967267263
1147,176768.73713630336
1148,167455.2785684375
1149,105104.91912326883
1150,148085.84131539977
1151,162370.76211896693
1152,124207.99319551085
1153,121569.68071785347
1154,153969.3443483537
1155,141521.8477756059
1156,189646.75930285105
1157,186460.9089875042
1158,199115.9426131119
1159,189180.54284972916
1160,176767.09861027612
1161,177802.30527581557
1162,234270.24791690186
1163,298457.71139803925
1164,300834.95125388756
1165,174965.266171069
1166,166933.67825441743
1167,556389.2831321724
1168,530708.3615613988
1169,396088.1102420139
1170,503661.6165443703
1171,432147.2446166756
1172,320153.063183501
1173,461678.037686179
1174,145861.1287769175
1175,167066.96377087792
1176,172917.24261719448
1177,259679.05081678065
1178,186532.10780300602
1179,144163.53163373267
1180,101234.81454974611
1181,184856.1794546063
1182,106794.03033062459
1183,115311.5930080774
1184,110961.2690578107
1185,94442.61547131179
1186,103051.05412173274
1187,145971.72413514132
1188,156573.80944684808
1189,129285.61030607119
1190,140862.79793714455
1191,406799.2463003918
1192,262762.9488245882
1193,273065.63087743364
1194,433041.31352001044
1195,331297.356624879
1196,354668.28111135773
1197,312721.0179791747
1198,308754.32771185954
1199,375535.12245052506
1200,362170.80218542507
1201,382751.6514275115
1202,294019.0588960295
1203,282190.54756333877
1204,336653.9322949531
1205,281341.4665386848
1206,172686.8880582376
1207,177612.2836501006
1208,184623.88729576726
1209,268016.468952545
1210,184159.9053600113
1211,198134.19401662203
1212,201059.54861718757
1213,199352.5728920615
1214,172512.66598781542
1215,188353.9110934773
1216,201455.28626395465
1217,221300.56782881715
1218,278325.9013006506
1219,294162.7820450923
1220,396567.225843127
1221,311599.42984283774
1222,518402.46412384446
1223,308718.51752280275
1224,331673.76737472834
1225,242594.588587479
1226,290418.92127966206
1227,214751.22001907378
1228,207567.46355938938
1229,408972.71146197635
1230,196208.92552932265
1231,146493.1366029193
1232,205110.94729201728
1233,135481.71132739948
1234,192121.89034490578
1235,181877.9356577936
1236,186961.95771522235
1237,170788.64893314085
1238,172427.81443306548
1239,153863.47911820994
1240,139679.13573529097
1241,102648.2896728639
1242,117783.0518741463
1243,141812.03440408417
1244,110642.40702147395
1245,100457.12460258516
1246,110642.58842353887
1247,133570.7101310316
1248,100656.15072819195
1249,128300.07131813852
1250,284388.7701642002
1251,400848.61192089634
1252,169688.68958189856
1253,146403.3259080784
1254,172267.60991465987
1255,141448.52249237086
1256,197290.07085961816
1257,221962.94292026793
1258,164313.3095888269
1259,171655.57715259778
1260,131908.89144759908
1261,159690.8093589833
1262,134663.61894900308
1263,126243.042549988
1264,127397.32276951011
1265,152220.0438121071
1266,178098.85649105522
1267,186863.73763297196
1268,152992.82747148423
1269,152333.92895199076
1270,127534.296663599
1271,131777.91484556327
1272,161829.63574171218
1273,126789.77235848956
1274,140289.25061198627
1275,139239.03134924767
1276,121565.75632907082
1277,136346.33317786502
1278,154323.8014765047
1279,135851.0321474997
1280,145191.6740179603
1281,155249.6752075187
1282,165404.65052622108
1283,163128.72565764346
1284,140184.08238265317
1285,143976.48717368205
1286,139635.7146471202
1287,120426.57828810136
1288,126969.95459193124
1289,126429.14254427345
1290,137127.46335388353
1291,180720.03392704017
1292,150041.66929897692
1293,206649.67507535944
1294,142344.1432439579
1295,95578.35061353008
1296,67270.79555016253
1297,87411.08296226582
1298,177229.25955243967
1299,127653.67593392538
1300,139504.1777582827
1301,140233.68197875062
1302,183959.23094546955
1303,144001.97899100295
1304,278275.40541373077
1305,113972.48786819153
1306,89184.25692669972
1307,126276.81511759888
1308,132901.30730554982
1309,130785.42767233697
1310,98397.26772101253
1311,109088.84824134946
1312,176213.88905014307
1313,154893.57220619905
1314,109091.10095171058
1315,144487.51321926236
1316,164819.33795986391
1317,99920.91087981666
1318,122557.23088408948
1319,96438.74389295247
1320,99680.89813072671
1321,102531.2368047557
1322,104659.98043483513
1323,123528.8816914931
1324,139659.5568141265
1325,63448.62322339436
1326,123954.46469159758
1327,77018.54176984399
1328,159391.55154545588
1329,94074.14852851408
1330,116592.65109869017
1331,56721.006388139926
1332,125584.30448666157
1333,103867.46898052763
1334,121299.00661062897
1335,100551.90301567562
1336,238438.5340929585
1337,105365.21325898553
1338,109471.79002092824
1339,71530.2412682881
1340,106696.11092784101
1341,124806.13591767832
1342,177031.8125104758
1343,125403.82315348851
1344,97398.65174809212
1345,83602.38373540933
1346,198907.8687837992
1347,145691.00231247544
1348,129581.40038425464
1349,123773.99053504015
1350,160169.74917812576
1351,166789.85798024762
1352,155954.480457838
1353,160514.6550678087
1354,98071.0083078298
1355,230212.82340525597
1356,160622.30113182878
1357,133846.51474339742
1358,161472.14084686482
1359,139270.84601428517
1360,98250.34971665729
1361,169960.15372287316
1362,320809.07457693166
1363,169255.8726282203
1364,141981.9312840509
1365,133823.81969811005
